Sygnatura czasowa,Płeć,Wiek,Miejsce zamieszkania,Wykształcenie,"Miesięczny dochód netto (""na rękę"")",Czy zdarza Ci się kupować kosmetyki zrównoważone?,Które z tych cech posiadanych przez kosmetyki zrównoważone są dla Ciebie najważniejsze lub decydujące przy ich zakupie? (wybierz maksymalnie 3),Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [cena],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [skład],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [marka],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [estetyczne opakowanie],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [posiadane certyfikaty jakości lub atesty],"Jeśli zobaczę reklamę kosmetyku zrównoważonego, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli kosmetyk zrównoważony zostanie polecony przez lubianego przeze mnie influencera, twórcę na social media lub celebrytę, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli zobaczę kosmetyk zrównoważony w kampanii edukacyjnej lub środowiskowej, jest większa szansa, że zdecyduję się na jego zakup.",Często rozmawiam ze znajomymi o kosmetykach zrównoważonych.,Często polecam moim znajomym wypróbowane przeze mnie kosmetyki zrównoważone.,"Uważam, że jestem w stanie zmienić nastawienie lub/i opinię moich znajomych w kwestii kosmetyków zrównoważonych.","Wybierając kosmetyki zrównoważone, często kieruję się opinią lub rekomendacjami znajomych.","Jeśli moi znajomi używają i polecają konkretny kosmetyk zrównoważony, jest większa szansa, że zdecyduję się na jego zakup.","Uważam, że moi znajomi są w stanie wpłynąć na moją opinię lub/i nastawienie w kwestii kosmetyków zrównoważonych.","Zakupię kosmetyki zrównoważone, nawet jeśli będą droższe niż normalne kosmetyki.","W innych sferach życia poza kosmetykami, często sięgam po ekologiczne, przyjazne dla środowiska produkty (np. artykuły gospodarstwa domowego, ubrania czy artykuły spożywcze).",Regularnie segreguję odpady.,Zwracam uwagę na oszczędzanie energii elektrycznej.,"Jeśli nie stosujesz kosmetyków zrównoważonych, które z tych przyczyn są Ci bliskie? (wybierz maksymalnie 3)"
2024-03-13 11:28:10,mężczyzna,46-50,wieś,wyższe,nie chcę podawać,tak,naturalne (min. 95% składników pochodzenia naturalnego),bardzo ważne,bardzo ważne,średnio ważne,średnio ważne,w ogóle nieważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 11:32:12,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",w ogóle nieważne,ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 11:35:32,kobieta,51 i powyżej,miejscowość do 100 tys. mieszkańców,wyższe,4001 - 5000,tak,naturalne (min. 95% składników pochodzenia naturalnego),trochę ważne,trochę ważne,trochę ważne,trochę ważne,trochę ważne,zdecydowanie się zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 12:09:01,mężczyzna,36-40,miejscowość do 250 tys. mieszkańców,średnie,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",trochę ważne,ważne,w ogóle nieważne,trochę ważne,trochę ważne,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 12:14:03,kobieta,26-30,miejscowość do 100 tys. mieszkańców,wyższe,4001 - 5000,tak,cruelty-free (nietestowane na zwierzętach),ważne,ważne,średnio ważne,ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 12:17:19,mężczyzna,21-25,wieś,podstawowe,6001 - 7000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym)",trochę ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 12:23:53,kobieta,31-35,miejscowość do 250 tys. mieszkańców,średnie,7001 i powyżej,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,ważne,w ogóle nieważne,w ogóle nieważne,ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,
2024-03-13 12:32:07,kobieta,21-25,miejscowość do 250 tys. mieszkańców,średnie,3000 i poniżej,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,bardzo ważne,średnio ważne,trochę ważne,bardzo ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-13 13:05:03,kobieta,41-45,wieś,średnie,4001 - 5000,tak,ekologiczne,ważne,ważne,średnio ważne,trochę ważne,średnio ważne,raczej się zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-13 13:30:27,kobieta,20 i poniżej,wieś,średnie,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), zero-waste (zero odpadów)",ważne,średnio ważne,średnio ważne,trochę ważne,ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-13 13:37:03,mężczyzna,31-35,wieś,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,średnio ważne,trochę ważne,w ogóle nieważne,trochę ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 14:01:54,kobieta,46-50,wieś,średnie,nie chcę podawać,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-13 14:31:31,kobieta,51 i powyżej,wieś,średnie,3001 - 4000,nie,,,,,,,,,,,,,,,,,,,,"niska dostępność w sklepach stacjonarnych, brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami, niski stopień wiedzy na temat kosmetyków zrównoważonych"
2024-03-13 14:38:15,kobieta,51 i powyżej,wieś,średnie,nie chcę podawać,tak,"bio (min. 50% składników z upraw biologicznych), opakowanie z recyklingu, wegańskie",ważne,ważne,trochę ważne,w ogóle nieważne,bardzo ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 14:48:02,kobieta,41-45,wieś,wyższe,4001 - 5000,nie,,,,,,,,,,,,,,,,,,,,"zbyt wysoka cena, brak dostrzegalnej różnicy w porównaniu z konwencjonalnymi kosmetykami, krótki okres przydatności do użycia"
2024-03-13 15:07:05,kobieta,41-45,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,ważne,średnio ważne,średnio ważne,ważne,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 15:08:31,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu, zero-waste (zero odpadów)",średnio ważne,ważne,w ogóle nieważne,średnio ważne,ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-13 15:08:47,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"ekologiczne, fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 15:09:17,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,bardzo ważne,trochę ważne,trochę ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 15:15:42,kobieta,26-30,miejscowość do 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych), zero-waste (zero odpadów)",ważne,bardzo ważne,średnio ważne,bardzo ważne,ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 15:16:50,kobieta,31-35,miejscowość do 100 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,ważne,bardzo ważne,średnio ważne,ważne,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 15:23:39,kobieta,41-45,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,średnio ważne,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 15:29:54,kobieta,31-35,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,tak,"ekologiczne, fair-trade (sprawiedliwy handel), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",trochę ważne,bardzo ważne,średnio ważne,ważne,trochę ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,
2024-03-13 15:50:44,kobieta,31-35,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,średnio ważne,średnio ważne,ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 15:58:16,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,bardzo ważne,średnio ważne,ważne,ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,
2024-03-13 16:21:57,kobieta,41-45,wieś,średnie,3000 i poniżej,tak,"bio (min. 50% składników z upraw biologicznych), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",ważne,bardzo ważne,średnio ważne,trochę ważne,ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-13 16:40:21,kobieta,26-30,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), zero-waste (zero odpadów)",ważne,bardzo ważne,trochę ważne,średnio ważne,ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 16:45:01,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,średnie,5001 - 6000,tak,"bio (min. 50% składników z upraw biologicznych), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",bardzo ważne,bardzo ważne,ważne,ważne,średnio ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,
2024-03-13 17:38:24,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",trochę ważne,bardzo ważne,w ogóle nieważne,trochę ważne,bardzo ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 17:42:33,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,bardzo ważne,trochę ważne,trochę ważne,ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,
2024-03-13 17:47:15,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu, organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,ważne,ważne,trochę ważne,średnio ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 18:30:21,kobieta,51 i powyżej,miejscowość do 100 tys. mieszkańców,wyższe,6001 - 7000,tak,naturalne (min. 95% składników pochodzenia naturalnego),średnio ważne,średnio ważne,w ogóle nieważne,w ogóle nieważne,średnio ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 20:27:05,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel)",bardzo ważne,ważne,średnio ważne,średnio ważne,bardzo ważne,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 21:49:02,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,wyższe,7001 i powyżej,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-13 21:51:15,kobieta,51 i powyżej,wieś,wyższe,4001 - 5000,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,ważne,ważne,średnio ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-13 21:51:34,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,wyższe,6001 - 7000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",trochę ważne,ważne,w ogóle nieważne,trochę ważne,ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-13 21:57:14,kobieta,51 i powyżej,wieś,średnie,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), zero-waste (zero odpadów)",ważne,bardzo ważne,średnio ważne,średnio ważne,ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 22:00:47,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,średnie,3001 - 4000,tak,"bio (min. 50% składników z upraw biologicznych), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",ważne,bardzo ważne,średnio ważne,średnio ważne,ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 22:21:55,kobieta,51 i powyżej,miejscowość do 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel)",średnio ważne,średnio ważne,trochę ważne,średnio ważne,trochę ważne,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-13 22:42:39,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,średnie,nie chcę podawać,tak,ekologiczne,trochę ważne,średnio ważne,trochę ważne,średnio ważne,średnio ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,
2024-03-13 22:49:03,kobieta,51 i powyżej,miejscowość do 250 tys. mieszkańców,średnie,3000 i poniżej,tak,cruelty-free (nietestowane na zwierzętach),ważne,ważne,w ogóle nieważne,w ogóle nieważne,ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-13 23:49:13,mężczyzna,21-25,wieś,wyższe,6001 - 7000,tak,"fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,bardzo ważne,średnio ważne,w ogóle nieważne,ważne,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-14 05:33:25,kobieta,51 i powyżej,miejscowość do 100 tys. mieszkańców,wyższe,3000 i poniżej,tak,"bio (min. 50% składników z upraw biologicznych), naturalne (min. 95% składników pochodzenia naturalnego), zero-waste (zero odpadów)",średnio ważne,bardzo ważne,trochę ważne,w ogóle nieważne,bardzo ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
